q_err_KP,qdot_err_KP,z_error,Tor_HR,Tor_HP,Tor_KP,Fz_foot
-0.143713,0.112624,0.022392,3.345326,4.151707,-4.954424,0
-0.143397,0.110889,0.022422,3.30654,3.967245,-5.044291,0
-0.143196,0.103644,0.022443,3.296817,3.904175,-5.080402,0
-0.142927,0.099063,0.022446,3.262543,3.734187,-5.165687,0
-0.142712,0.093147,0.022444,3.231571,3.575443,-5.248955,0
-0.142429,0.09136,0.022447,3.270712,3.755327,-5.150863,0
-0.1422,0.095055,0.022467,3.290121,3.854558,-5.091104,0
-0.141965,0.088717,0.022487,3.300192,3.887198,-5.074579,0
-0.141722,0.098574,0.022507,3.314595,3.977224,-5.013965,0
-0.141473,0.106116,0.022549,3.322663,4.03228,-4.973759,0
-0.141216,0.111907,0.022569,3.319533,4.031401,-4.963277,0
-0.141013,0.111991,0.022606,3.315253,4.011461,-4.968561,0
-0.140034,0.105253,0.022634,3.265915,3.774237,-5.077501,0
-0.140355,0.099629,0.02263,3.254825,3.703055,-5.123917,0
-0.140128,0.094062,0.022622,3.230789,3.577791,-5.190456,0
-0.139893,0.099016,0.022592,3.230126,3.586318,-5.176899,0
-0.139652,0.100391,0.022585,3.238691,3.629766,-5.147898,0
-0.139403,0.116474,0.022599,3.271906,3.822263,-5.027275,0
-0.139148,0.120416,0.022613,3.289898,3.915645,-4.969636,0
-0.138825,0.120842,0.022632,3.296823,3.950339,-4.944039,0
-0.138555,0.126671,0.022646,3.298133,3.970314,-4.923416,0
-0.138218,0.135858,0.022686,3.301287,4.00825,-4.887087,0
-0.137934,0.131241,0.0227,3.308655,4.032008,-4.874743,0
-0.137643,0.143899,0.022713,3.308406,4.061214,-4.841854,0
-0.137345,0.135151,0.022727,3.288676,3.950407,-4.901039,0
-0.137039,0.132713,0.022719,3.265213,3.836818,-4.956593,0
-0.136726,0.12457,0.02271,3.238494,3.695334,-5.030909,0
-0.136466,0.13681,0.022697,3.244438,3.752383,-4.983773,0
-0.136139,0.145728,0.022711,3.261841,3.83694,-4.914927,0
-0.135804,0.151888,0.022724,3.281829,3.919686,-4.846236,0
-0.135522,0.149677,0.022733,3.289812,3.927293,-4.826014,0
-0.135173,0.157419,0.022746,3.300153,3.969756,-4.775774,0
-0.134816,0.148447,0.022759,3.290489,3.880503,-4.810275,0
-0.134512,0.147225,0.022767,3.287825,3.841776,-4.813084,0
-0.134201,0.151667,0.022776,3.28279,3.805881,-4.808234,0
-0.133822,0.15415,0.022789,3.279901,3.775784,-4.800458,0
-0.133496,0.15524,0.022797,3.27684,3.741747,-4.79747,0
-0.133163,0.167167,0.022806,3.282479,3.773464,-4.750387,0
-0.132822,0.160152,0.022814,3.293483,3.785704,-4.731292,0
-0.132473,0.157011,0.022844,3.290053,3.739892,-4.738658,0
-0.132178,0.163289,0.022848,3.29983,3.777964,-4.694974,0
-0.131814,0.153726,0.022878,3.305005,3.757097,-4.695771,0
-0.131503,0.152321,0.022882,3.302558,3.721521,-4.696445,0
-0.131185,0.146124,0.022908,3.305671,3.699616,-4.695178,0
-0.130694,0.144356,0.022936,3.305444,3.662883,-4.687537,0
-0.130245,0.133445,0.02296,3.306541,3.611075,-4.697617,0
-0.129957,0.147895,0.022981,3.306272,3.623363,-4.659326,0
